addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 강남구 선릉로 845 (신사동),1층,,,,,4011473,38,20260204160918,https://tong.visitkorea.or.kr/cms/resource/43/4024643_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/43/4024643_image3_1.jpeg,Type3,127.040363730171,37.5275312678594,,20260317101259,,,압구정약국,06018,1,11,680,SH,SH04,SH040300
서울특별시 강남구 압구정로28길 25 (신사동),,,,,,2911347,38,20221030232227,https://tong.visitkorea.or.kr/cms/resource/60/4043260_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4043260_image3_1.jpg,Type3,127.027837746706,37.5248243999828,6,20260327092150,,,압구정영약국,06030,1,11,680,SH,SH04,SH040300
서울특별시 강남구 논현로 853 (신사동),1층,,,,,4026635,38,20260228040526,https://tong.visitkorea.or.kr/cms/resource/53/4044153_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/53/4044153_image3_1.png,Type3,127.028094763361,37.5251045508329,,20260326092041,,,압구정퀸약국,06030,1,11,680,SH,SH04,SH040300
서울특별시 강남구 논현로 857 (신사동),1층,,,,,4026637,38,20260228040850,https://tong.visitkorea.or.kr/cms/resource/28/4043428_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/28/4043428_image3_1.jpg,Type3,127.028099944398,37.5253452973989,,20260327092150,,,압구정프라자약국,06030,1,11,680,SH,SH04,SH040300
서울특별시 강남구 압구정로30길 23 (신사동),미승빌딩 1층,,,,,4026717,38,20260228063005,https://tong.visitkorea.or.kr/cms/resource/34/4043434_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/4043434_image3_1.jpg,Type3,127.029494234094,37.5258914152554,,20260327092150,,,압구정화이트약국,06022,1,11,680,SH,SH04,SH040300
서울특별시 성북구 동소문로 315 (길음동),6층,,,,,3306005,38,20240201173130,https://tong.visitkorea.or.kr/cms/resource/67/4017967_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4017967_image3_1.jpg,Type3,127.028778310047,37.608448037052,6,20260316105417,,,압소바 현대백화점 미아점,02732,1,11,290,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),,,,,,3306190,38,20240202083219,https://tong.visitkorea.or.kr/cms/resource/62/4018762_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/62/4018762_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6,20260316105417,,,압소바 현대백화점 킨텍스점,10391,1,41,287,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),1층,,,,,3307055,38,20240221202603,https://tong.visitkorea.or.kr/cms/resource/07/4022107_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/07/4022107_image3_1.jpg,Type3,127.121283960956,37.2255419641124,6,20260318101005,,,앙팡스 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경기도 파주시 회동길 390 (문발동),2층,,,,,4026329,38,20260227200535,https://tong.visitkorea.or.kr/cms/resource/32/4045432_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/32/4045432_image3_1.jpg,Type3,126.693761637413,37.7178192715729,,20260330091611,,,앙팡스 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
서울특별시 송파구 충민로 66 (문정동),4층,,,,,2929294,38,20221031002950,https://tong.visitkorea.or.kr/cms/resource/72/4017972_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4017972_image3_1.jpg,Type3,127.124961768886,37.4776148442516,6,20260330091611,,,앙팡스 현대아울렛 가든파이브점,05838,1,11,710,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,1층,,,,,2902932,38,20221031180118,https://tong.visitkorea.or.kr/cms/resource/09/4023609_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/4023609_image3_1.jpg,Type3,126.785233626536,37.5972368549658,6,20260318101005,,,앙팡스 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
대구광역시 남구 앞산순환로 574-114 (봉덕동),,4,A02,A0205,A02050600,2366916,12,20160206014632,http://tong.visitkorea.or.kr/cms/resource/99/3422799_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/99/3422799_image3_1.png,Type1,128.5871646710,35.8244027709,6,20251023145843,1,,앞산 케이블카(앞산 전망대),42502,1,27,200,VE,VE01,VE010200
강원특별자치도 양양군 현남면 광진리,78-20,32,A01,A0101,A01011200,2388953,12,20160621183057,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image3_1.jpg,Type3,128.7728272095,37.9533540227,6,20250717180213,7,,애견전용해수욕장 멍비치,25056,1,51,830,NA,NA02,NA020900
서울특별시 구로구 구로중앙로 152 (구로동),,,,,,3307070,38,20240202095104,https://tong.visitkorea.or.kr/cms/resource/00/4017800_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/00/4017800_image3_1.jpg,Type3,126.882773011925,37.5011601442131,6,20260316103559,,02-6923-2228,애니바디 NC 신구로점,08292,1,11,530,SH,SH04,SH040300
경기도 군포시 번영로 504 (산본동),2층,,,,,3305795,38,20240202150847,https://tong.visitkorea.or.kr/cms/resource/70/4023070_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/4023070_image3_1.jpg,Type3,126.933175158373,37.3581051591978,6,20260327092150,,,애니바디 뉴코아아울렛 산본점,15862,1,41,410,SH,SH04,SH040300
울산광역시 북구 호계매곡6로 108,,7,A02,A0202,A02020600,2717813,12,20210524231608,http://tong.visitkorea.or.kr/cms/resource/79/2917379_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2917379_image3_1.jpg,Type1,129.3676487809,35.6347442892,6,20250731113109,4,,애니언파크(울산 반려동물 문화센터),44222,1,31,200,VE,VE02,VE020100
서울특별시 중구 장충단로 275 (을지로6가),,,,,,2906559,38,20221030233158,https://tong.visitkorea.or.kr/cms/resource/60/4019360_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4019360_image3_1.jpg,Type3,127.008775114213,37.5688849422849,6,20260326092041,,,애드비 두타몰점,04563,1,11,140,SH,SH04,SH040300
부산광역시 사하구 낙동대로 378 (당리동),,,,,,2905909,38,20221031101810,https://tong.visitkorea.or.kr/cms/resource/89/4018589_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/89/4018589_image3_1.jpg,Type3,128.976953297502,35.1027202844809,6,20260316105417,,051-205-9666,애드파골프,49329,1,26,380,SH,SH04,SH040300
경기도 군포시 번영로 504 (산본동),3층,,,,,3306339,38,20240202154237,https://tong.visitkorea.or.kr/cms/resource/66/4023066_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/66/4023066_image3_1.jpg,Type3,126.933175158373,37.3581051591978,6,20260327092150,,,애플핑크 뉴코아아울렛 산본점,15862,1,41,410,SH,SH04,SH040300
인천광역시 서구 북항로32번안길 50 (원창동),,,,,,3307076,38,20240201163256,https://tong.visitkorea.or.kr/cms/resource/80/4021180_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/80/4021180_image3_1.jpg,Type3,126.64772504066,37.5099191232844,6,20260318101005,,,애플핑크 모다아울렛 인천점,22769,1,28,260,SH,SH04,SH040300
경기도 평택시 현덕면 서해로 255,,31,A05,A0502,A05020900,3444764,39,20241213145656,http://tong.visitkorea.or.kr/cms/resource/19/3444719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3444719_image3_1.jpg,Type1,126.9126309953,36.9238802728,6,20250731112204,28,,액션커피앤브런치,17948,1,41,220,FD,FD05,FD050100
서울특별시 종로구 윤보선길 42 (안국동),,,,,,4012713,38,20260207004013,https://tong.visitkorea.or.kr/cms/resource/17/4024517_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/4024517_image3_1.jpg,Type3,126.983821068557,37.5779865507226,,20260318101005,,,앤더슨벨 경복궁 플래그쉽 스토어,03060,1,11,110,SH,SH04,SH040300
서울특별시 구로구 구로중앙로 152 (구로동),3층,,,,,3305848,38,20240202092259,https://tong.visitkorea.or.kr/cms/resource/18/4017818_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/18/4017818_image3_1.jpg,Type3,126.882773011925,37.5011601442131,6,20260316103559,,02-6923-2298,앤드지 NC 신구로점,08292,1,11,530,SH,SH04,SH040300
경기도 안양시 동안구 동안로 119 (호계동),6층,,,,,3306238,38,20240202151452,https://tong.visitkorea.or.kr/cms/resource/93/4021593_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4021593_image3_1.jpg,Type3,126.951223253535,37.3892103451392,6,20260318101005,,,앤드지 뉴코아아울렛 평촌점,14073,1,41,173,SH,SH04,SH040300
경기도 광명시 일직로 17 (일직동),,,,,,2923328,38,20221031130049,https://tong.visitkorea.or.kr/cms/resource/71/4017871_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/4017871_image3_1.jpg,Type3,126.882779952497,37.4243110028905,6,20260316103559,,,앤드지 롯데몰 광명점,14352,1,41,210,SH,SH04,SH040300
서울특별시 광진구 능동로 92 (자양동),6층,,,,,2924062,38,20221030181321,https://tong.visitkorea.or.kr/cms/resource/40/4017340_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/40/4017340_image3_1.jpg,Type3,127.071432147214,37.5390373908314,6,20260330091611,,02-2218-3670,앤드지 롯데백화점 건대스타시티점,05065,1,11,215,SH,SH04,SH040300
서울특별시 용산구 한강대로 405 (동자동),3층,,,,,3307627,38,20240202092234,https://tong.visitkorea.or.kr/cms/resource/46/4021046_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/46/4021046_image3_1.jpg,Type3,126.971732581232,37.5548375992165,6,20260317101259,,,앤드지 롯데아울렛 서울역점,04320,1,11,170,SH,SH04,SH040300
경상남도 김해시 장유로 469 (신문동),,,,,,2915112,38,20221031134537,https://tong.visitkorea.or.kr/cms/resource/21/4023421_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/21/4023421_image3_1.jpg,Type3,128.829596369018,35.1850621204763,6,20260318101005,,,앤드지 롯데프리미엄아울렛 김해점,51011,1,48,250,SH,SH04,SH040300
인천광역시 연수구 송도국제대로 123 (송도동),,,,,,2907861,38,20221031155411,https://tong.visitkorea.or.kr/cms/resource/94/4021094_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/94/4021094_image3_1.jpg,Type3,126.657917047216,37.3816291013573,6,20260319094959,,,앤드지 바이 지오지아 현대프리미엄아울렛 송도점,21984,1,28,185,SH,SH04,SH040300
경기도 시흥시 서해안로 699 (배곧동),,,,,,2912520,38,20221031153522,https://tong.visitkorea.or.kr/cms/resource/78/4021378_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/78/4021378_image3_1.jpg,Type3,126.736985310798,37.3796755964231,6,20260330091611,,,앤드지 신세계사이먼프리미엄아울렛 시흥점,15010,1,41,390,SH,SH04,SH040300
서울특별시 송파구 충민로 66 (문정동),4층,,,,,2914295,38,20221031002739,https://tong.visitkorea.or.kr/cms/resource/84/4018584_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/4018584_image3_1.jpg,Type3,127.124961768886,37.4776148442516,6,20260327092150,,,앤드지 현대아울렛 가든파이브점,05838,1,11,710,SH,SH04,SH040300
경기도 김포시 고촌읍 아라육로152번길 100,2층,,,,,4011199,38,20260204133245,https://tong.visitkorea.or.kr/cms/resource/54/4023354_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/54/4023354_image3_1.jpg,Type3,126.785233626536,37.5972368549658,,20260330091611,,,앤드지 현대프리미엄아울렛 김포점,10135,1,41,570,SH,SH04,SH040300
경기도 고양시 일산동구 중앙로 1036 (백석동),3층,,,,,4010608,38,20260203173818,https://tong.visitkorea.or.kr/cms/resource/93/4023493_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4023493_image3_1.jpg,Type3,126.789797411977,37.6431349100152,,20260330091611,,,앤드지바이지오지아 롯데아울렛 고양터미널점,10450,1,41,285,SH,SH04,SH040300
경기도 파주시 문발로 302 (문발동),2층,,,,,2914648,38,20221031150207,https://tong.visitkorea.or.kr/cms/resource/31/4023731_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/31/4023731_image3_1.jpg,Type3,126.693170994575,37.7196781475393,6,20260319051858,,,앤드지바이지오지아 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
인천광역시 강화군 동검길63번길 66,,2,A05,A0502,A05020900,2872283,39,20221021131734,http://tong.visitkorea.or.kr/cms/resource/81/2872281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2872281_image3_1.jpg,Type3,126.5191761568,37.5910710083,6,20240329091124,1,,앤드하리,23053,0,,,,,
서울특별시 중구 장충단로 275 (을지로6가),,,,,,2906511,38,20221030233140,https://tong.visitkorea.or.kr/cms/resource/76/4019376_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/76/4019376_image3_1.jpg,Type3,127.008775114213,37.5688849422849,6,20260326092041,,,앤소유 두타몰점,04563,1,11,140,SH,SH04,SH040300
경기도 하남시 미사대로 750 (신장동),2층,,,,,2895190,38,20221031231632,https://tong.visitkorea.or.kr/cms/resource/37/4018837_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/37/4018837_image3_1.jpg,Type3,127.223940331575,37.5454041231797,6,20260327092150,,,앤아더스토리즈 스타필드 하남점,12942,1,41,450,SH,SH04,SH040300
서울특별시 광진구 능동로 92 (자양동),4층,,,,,2924122,38,20221030181456,https://tong.visitkorea.or.kr/cms/resource/34/4017334_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/34/4017334_image3_1.jpg,Type3,127.071432147214,37.5390373908314,6,20260330091611,,02-2218-3443,앤클라인 롯데백화점 건대스타시티점,05065,1,11,215,SH,SH04,SH040300
서울특별시 강남구 압구정로8길 10 (신사동),1층,,,,,4026728,38,20260228064849,https://tong.visitkorea.or.kr/cms/resource/44/4045144_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/44/4045144_image3_1.png,Type3,127.021309504024,37.5227715627471,,20260327092150,,,앱섹 캐시미어,06028,1,11,680,SH,SH04,SH040300
서울특별시 성동구 상원6길 7 (성수동1가),,,,,,4013085,38,20260207141031,https://tong.visitkorea.or.kr/cms/resource/84/4024584_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/84/4024584_image3_1.jpeg,Type3,127.048984651356,37.5487867462903,,20260318101005,,,앱톤 성수 쇼룸,04790,1,11,200,SH,SH04,SH040300
서울특별시 중구 장충단로 275 (을지로6가),3층,,,,,4012805,38,20260207023511,https://tong.visitkorea.or.kr/cms/resource/53/4023153_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/53/4023153_image3_1.jpg,Type3,127.008775114213,37.5688849422849,,20260319035148,,,앳모먼트 두타몰점,04563,1,11,140,SH,SH04,SH040300
서울특별시 성동구 서울숲2길 36,2층,1,A05,A0502,A05020900,2894722,39,20221103142634,http://tong.visitkorea.or.kr/cms/resource/16/2894716_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/2894716_image3_1.JPG,Type3,127.0424546497,37.5465549389,6,20240103090313,16,,야드 서울,04768,0,,,,,
강원특별자치도 강릉시 남부로17번길 8 (내곡동),"(내곡동) , 1층",32,A04,A0401,A04010600,3544731,38,20250926110236,,,,128.8823850316,37.7404169309,6,20251023143000,1,,야옹아멍멍해봐 강릉내곡점,25604,1,51,150,SH,SH05,SH050200
제주특별자치도 서귀포시 색달중앙로 162,,39,B02,B0201,B02010500,3112141,32,20240329151128,,,,126.4146822318,33.2691263446,6,20240731110403,3,,야크마을,63549,1,50,130,AC,AC02,AC020100
경기도 남양주시 경춘로1283번길 46,(평내동),31,A02,A0202,A02020700,2733851,12,20210813193426,,,,127.2305761855,37.6515711367,6,20251119161832,9,,약대울체육공원,12217,1,41,360,VE,VE03,VE030500
강원특별자치도 양구군 해안면 동막동길 50-3,,,,,,125810,12,20030729090000,https://tong.visitkorea.or.kr/cms/resource/15/3514815_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/3514815_image3_1.jpg,Type3,128.143847206325,38.2892026612359,6,20260312090840,,,양구 펀치볼마을 (펀치볼),24563,1,51,800,VE,VE04,VE040200
강원특별자치도 양구군 양구읍 함춘로 116,,32,A01,A0101,A01011300,2913878,12,20221107192416,http://tong.visitkorea.or.kr/cms/resource/02/2921402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2921402_image3_1.jpg,Type3,127.9890349552,38.1183725506,6,20240731074625,6,,양구꽃섬,24520,1,51,800,NA,NA02,NA020500
광주광역시 남구 백서로 92-8 (양림동),,5,A02,A0203,A02030600,2603494,12,20190528022659,http://tong.visitkorea.or.kr/cms/resource/60/3351460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3351460_image3_1.jpg,Type3,126.9162912532,35.1402200475,6,20251126172552,2,,양림동 펭귄마을공예거리,61662,1,29,155,VE,VE04,VE040100
광주광역시 남구 천변좌로446번길 7 (양림동),,,,,,2524187,12,20171222000553,https://tong.visitkorea.or.kr/cms/resource/71/3516471_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/3516471_image3_1.jpg,Type1,126.91699121578603,35.14008614102101,6,20260313094931,,,양림역사문화마을,61662,1,29,155,HS,HS01,HS010600
경기도 안성시 양성면 양성로 659-25,,31,A01,A0101,A01010900,3023316,12,20231024101853,http://tong.visitkorea.or.kr/cms/resource/67/3023267_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3023267_image3_1.jpg,Type3,127.2176343820,37.1099808800,6,20251105141630,16,,양성계곡,17501,1,41,550,NA,NA01,NA010400
강원특별자치도 양양군 현남면 인구항길 5-12,양양새활용센터,,,,,3454400,12,20241220105832,https://tong.visitkorea.or.kr/cms/resource/70/3454470_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/70/3454470_image3_1.jpg,Type3,128.76162097726538,37.97054354168207,6,20260319152047,,033-673-3321,양양새활용센터,25053,1,51,830,EX,EX02,EX020200
강원특별자치도 양양군 현북면 어성전길 182-18,,32,A03,A0302,A03021700,2913640,28,20221107192550,http://tong.visitkorea.or.kr/cms/resource/90/2920390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2920390_image3_1.jpg,Type3,128.6634567352,37.9472164976,6,20240731105820,7,,양양캠핑장 어성전계곡야영장,25051,1,51,830,AC,AC05,AC050100
강원특별자치도 양양군 강현면 중복골길 11,,32,B02,B0201,B02010700,2913636,32,20221107192037,http://tong.visitkorea.or.kr/cms/resource/30/2920330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2920330_image3_1.jpg,Type3,128.5726755955,38.1416588123,6,20241002152309,7,,양양해피플레이스,25005,1,51,830,AC,AC03,AC030100
경기도 양주시 회천로 203 (옥정동),,31,A02,A0202,A02020700,3112047,12,20240328194804,,,,127.0790155576,37.8256870119,6,20260328043000,18,031-8082-7363,양주시 반려견놀이터,11470,0,41,630,VE,VE03,VE030500
